nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0834116,Coolidge Streeter,1884,1924,"writer,script_department","tt0013367,tt0012535,tt0015259,tt0011842"
nm0834323,Thomas Sigismund Stribling,1881,1965,writer,"tt0014717,tt0135163"
nm0834496,Vladimir Strizhevsky,1892,1970,"actor,director,writer","tt0160830,tt0136547,tt0343065,tt0035716"
nm0834529,August Strindberg,1849,1912,"writer,soundtrack,archive_footage","tt17291510,tt0043567,tt0019441,tt0132175"
nm0834553,Arthur Stringer,1874,1950,writer,"tt0016550,tt0017562,tt0018965,tt0014866"
nm0834726,Karl Hans Strobl,1877,1946,writer,"tt0010502,tt0437873,tt0136206,tt0138081"
nm0834898,Hunt Stromberg,1894,1968,"producer,miscellaneous,director","tt0025878,tt0030817,tt0026768,tt0013889"
nm0834944,Austin Strong,1881,1952,writer,"tt0029539,tt3552412,tt0018379,tt0270757"
nm0835224,Vera Stroyeva,1903,1991,"director,writer","tt0052642,tt0025648,tt0055046,tt0189946"
nm0835591,Axel Strøm,1866,1950,"actor,director,writer","tt0001185,tt0001189,tt0002642,tt2410780"
nm0835757,Kathryn Stuart,\N,\N,"writer,editorial_department","tt0010253,tt0130285,tt0010592,tt0009578"
nm0836170,Walter Stull,1879,1961,"actor,director,writer","tt0007505,tt0269326,tt0922362,tt0922433"
nm0836316,Rollin S. Sturgeon,1877,1961,"director,writer","tt0005073,tt0006728,tt0009612,tt0366237"
nm0836719,Wilhelm Stöppler,1888,\N,"writer,producer,director","tt0027549,tt0028090,tt1315369,tt0024494"
nm0836755,Hans Stürm,1874,1933,"actor,writer","tt0163713,tt0138161,tt0163710,tt0450260"
nm0837183,Hermann Sudermann,1857,1928,writer,"tt0018455,tt0016884,tt0154630,tt0037580"
nm0837948,Alan Sullivan,\N,\N,writer,"tt0012207,tt0028951,tt0013534,tt0013040"
nm0837989,C. Gardner Sullivan,1884,1965,"writer,miscellaneous,script_department","tt0020629,tt0007260,tt0016123,tt0014759"
nm0838047,Ed Sullivan,1901,1974,"producer,actor,writer","tt0056891,tt0024356,tt0040053,tt0066221"
nm0838051,Edward Dean Sullivan,1889,1938,writer,"tt0026861,tt0021949"
nm0838052,Edward P. Sullivan,1854,1928,"actor,assistant_director,director","tt0002832,tt0002341,tt0011967,tt0016554"
nm0838074,Frederick Sullivan,1872,1937,"actor,director,writer","tt0158909,tt0157543,tt0010716,tt0157622"
nm0838121,James R. Sullivan,1885,1972,"director,miscellaneous",tt0015457
nm0838273,Pat Sullivan,1885,1933,"producer,miscellaneous,director","tt0007286,tt0007739,tt0363147,tt0007742"
nm0838370,Thomas Russell Sullivan,1849,1916,writer,"tt0002143,tt0126875,tt10761114"
nm0838395,Wallace Sullivan,1902,1991,"writer,miscellaneous","tt0028171,tt0027884,tt0030151,tt0027832"
nm0838700,E. Lynn Summers,1869,1938,writer,"tt0010224,tt0004799,tt1164617,tt0460147"
nm0838820,Walter Summers,1896,1973,"writer,director,producer","tt0145427,tt0219915,tt0025710,tt0020108"
nm0839000,Yu Sun,1900,1990,"director,writer,editor","tt0121180,tt0485441,tt0205218,tt0227844"
nm0839497,Walter Supper,1887,1943,"writer,production_manager,actor","tt0027238,tt0056719,tt0017337,tt0023888"
nm0839978,Rokuhei Susukita,1899,1960,"writer,director,producer","tt11955140,tt11955550,tt0016185,tt0123028"
nm0840042,A. Edward Sutherland,1895,1973,"director,producer,actor","tt0023485,tt0034232,tt0021334,tt0020718"
nm0840077,Delos Sutherland,1891,1954,writer,"tt0126369,tt0018398,tt0017882,tt0019577"
nm0840091,Evelyn Greenleaf Sutherland,1855,1908,"writer,actress","tt0021153,tt2656352,tt0016294,tt0015145"
nm0840172,Sidney Sutherland,1901,1968,"sound_department,animation_department,writer","tt0025290,tt0033429,tt0039105,tt0027878"
nm0840218,Alfred Sutro,1863,1933,writer,"tt0012186,tt0015349,tt0005572,tt0004776"
nm0841389,Josef Sváb-Malostranský,1860,1932,"actor,writer,director","tt0000190,tt0310395,tt1075008,tt0006769"
nm0841492,John D. Swain,\N,\N,"writer,editor","tt0024189,tt0023983,tt0015051,tt0012844"
nm0841608,Mark Swan,1871,1942,writer,"tt0003598,tt0013232,tt0496106,tt0005632"
nm0841802,H.N. Swanson,1899,1991,"producer,production_manager,writer","tt0021657,tt0022971,tt0025481,tt0024476"
nm0841889,Karin Swanström,1873,1942,"actress,art_department,production_manager","tt0032655,tt0015966,tt0015826,tt0016885"
nm0842257,Harry Sweet,1901,1933,"actor,director,writer","tt4015314,tt0479482,tt0371728,tt0373105"
nm0842485,Jo Swerling,1893,1964,"writer,script_department,archive_footage","tt0035211,tt0038650,tt0037017,tt0048140"
nm0842521,Charles Swickard,1861,1929,"director,actor,writer","tt0010965,tt0007085,tt0011386,tt0009867"
nm0842605,Jonathan Swift,1667,1745,"writer,archive_footage","tt36326633,tt1320261,tt1669607,tt0064843"
nm0842976,Louise Sydmeth,1868,1938,"actress,writer","tt0016377,tt0460212,tt1268279,tt0001792"
nm0843185,André Sylvane,1850,\N,writer,"tt0019480,tt0155273,tt0159028,tt0167460"
nm0843364,Henry Roberts Symonds,1891,1968,"writer,director,script_department","tt0031774,tt0132946,tt0018103,tt0011234"
nm0843439,Mary Synon,1881,1987,writer,"tt0008138,tt0044263"
nm0843811,Jenõ Szatmári,1892,1953,writer,"tt0023640,tt0136986,tt0023509,tt0033793"
nm0844377,Marian Szyjkowski,\N,\N,writer,tt0021729
nm0844459,Hans Székely,1901,1958,"writer,soundtrack","tt0032220,tt0034002,tt0021378,tt0023046"
nm0844798,Rafael Sánchez Ventura,\N,\N,"writer,assistant_director",tt0023037
nm0845254,Fernando Sáyago,\N,\N,director,tt0008662
nm0845945,Richard Taber,1884,1957,"actor,writer","tt0027148,tt0018030,tt0041040,tt0020123"
nm0846879,Charles Tait,1868,1933,"director,writer",tt0000574
nm0847239,Aleksandre Takaishvili,1895,1958,"actor,writer,director","tt0259614,tt0291422,tt0019496,tt0291367"
nm0847465,Akira Takeda,\N,\N,writer,"tt2354251,tt0017023,tt5125626,tt2355553"
nm0847521,Ryô Takei,\N,\N,"producer,writer,production_manager","tt0021994,tt0440881,tt0473257,tt1204403"
nm0847910,Hayden Talbot,1882,\N,writer,"tt0009356,tt0007623,tt0015019,tt0004734"
nm0847967,Rowland Talbot,1890,1918,writer,"tt0338394,tt0006012,tt0167279,tt0167452"
nm0848211,Konrad Tallroth,1872,1926,"actor,director,writer","tt0015258,tt0190382,tt0138843,tt0139411"
nm0848231,Natalie Talmadge,1896,1969,"actress,writer,archive_footage","tt0012555,tt0014341,tt0011414,tt0011890"
nm0848335,Maila Talvio,1871,1951,writer,"tt0124967,tt0024377,tt0133151,tt1571730"
nm0848502,Manuel Tamayo y Baus,1829,1898,writer,"tt0038493,tt0000941,tt0270480,tt0040544"
nm0848974,Eizô Tanaka,1886,1968,"director,writer,actor","tt0864811,tt1237887,tt2069804,tt3724520"
nm0849066,Soichiro Tanaka,\N,\N,writer,"tt0015025,tt0014181,tt0013812"
nm0850432,Yuri Tarich,1885,1967,"director,writer,actor","tt0017047,tt0253771,tt0253306,tt0232302"
nm0850483,Booth Tarkington,1869,1946,writer,"tt0035015,tt0036275,tt0003747,tt0005377"
nm0850699,Harold Tarshis,1900,1984,"writer,miscellaneous","tt0034911,tt0032595,tt0030120,tt0154285"
nm0850895,Frank Tashlin,1913,1972,"director,writer,animation_department","tt0051196,tt0049263,tt0052141,tt0047840"
nm0850927,Robert Tasker,1903,1944,writer,"tt0034432,tt0033032,tt0027253,tt0022827"
nm0851225,Kennosuke Tateoka,\N,\N,"writer,director","tt0044195,tt7117560,tt0183727,tt11196084"
nm0851316,Tauno Tattari,1907,1936,writer,"tt0024567,tt0029092,tt0137893,tt0025236"
nm0851478,Deodatus Tauern,\N,\N,"director,writer,production_manager","tt0193734,tt0012868,tt0193694,tt0194424"
nm0851537,Norman Taurog,1899,1981,"director,writer,actor","tt0029844,tt0022397,tt0045102,tt0029942"
nm0851606,Charles-Félix Tavano,1887,1963,"director,writer,production_manager","tt0170858,tt0238076,tt0156425,tt4695290"
nm0851633,João Tavares,1883,1971,"actor,director","tt0002088,tt0001563,tt0032652,tt0034986"
nm0852022,Belle Taylor,\N,\N,writer,"tt0377086,tt0001989,tt0003523,tt0004072"
nm0852109,Charles A. Taylor,1864,1942,"writer,director,editor","tt0011770,tt0133833,tt0007082,tt0007711"
nm0852313,Dwight Taylor,1903,1986,"writer,producer,miscellaneous","tt0027125,tt0046187,tt0031038,tt0025164"
nm0852427,Grant Taylor,\N,\N,writer,"tt0018823,tt0024650"
nm0852469,Howard P. Taylor,1838,1916,writer,tt0002736
nm0852864,Matt Taylor,1897,1966,writer,"tt0035261,tt0020803,tt0027985,tt0022081"
nm0853028,Ray Taylor,1888,1952,"director,assistant_director,producer","tt0022811,tt0032475,tt0020272,tt0021781"
nm0853042,Rex Taylor,1889,1968,writer,"tt0129392,tt0016237,tt0024119,tt0282813"
nm0853130,Sam Taylor,1895,1958,"writer,director,producer","tt0014429,tt0016832,tt0022026,tt0014945"
nm0853193,Stanner E.V. Taylor,1877,1948,"writer,director,producer","tt0013399,tt0004225,tt0004356,tt0157746"
nm0853275,Tom Taylor,1817,1880,writer,"tt0029671,tt0006694,tt0230819,tt0253808"
nm0853336,William Desmond Taylor,1872,1922,"director,actor,producer","tt0006570,tt0008045,tt0007154,tt0011721"
nm0854225,Santiago Tejera,\N,\N,writer,tt0016970
nm0854739,Harcourt Templeman,\N,\N,"director,writer,production_manager","tt0248189,tt0299623,tt0247428,tt0247773"
nm0854910,Dave Tendlar,1909,1993,"animation_department,director,producer","tt4538720,tt0151865,tt0070016,tt0070996"
nm0855139,Alfred Lord Tennyson,1809,1892,"writer,music_department,soundtrack","tt0250486,tt0007113,tt0315340,tt0136360"
nm0855577,Albert Payson Terhune,1872,1942,writer,"tt0016407,tt0012406,tt0025987,tt0013200"
nm0855850,Courtney Terrett,1903,1950,writer,"tt0022876,tt0022298,tt0027591,tt0023157"
nm0855912,Tom Terriss,1872,1964,"director,writer,actor","tt0004376,tt0015914,tt0019204,tt0012961"
nm0855935,Alice Terry,1900,1987,"actress,director","tt0012068,tt0017120,tt0017103,tt0013515"
nm0856000,J.E. Harold Terry,1885,1939,writer,"tt0017142,tt0010421,tt0129954"
nm0856056,Paul Terry,1887,1971,"producer,writer,miscellaneous","tt0149978,tt0402975,tt0146542,tt0146736"
nm0856161,George Terwilliger,1882,1970,"writer,director,actor","tt0163046,tt0005800,tt0007238,tt0026832"
nm0856250,Richard Teschner,1879,1948,director,tt0019198
nm0856426,Eugenio Testa,1892,1957,"actor,director,producer","tt0821988,tt1184865,tt1074491,tt1196241"
nm0856602,Arthur Teuber,1878,\N,"writer,director,assistant_director","tt22189206,tt0432307,tt0459465,tt0489843"
nm0856838,Eugene Thackrey,1902,1970,"writer,miscellaneous","tt0034340,tt0023786,tt0034963,tt0028587"
nm0856842,William Makepeace Thackeray,1811,1863,"writer,soundtrack,archive_footage","tt0072684,tt15360628,tt0092426,tt0023652"
nm0856921,Irving Thalberg,1899,1936,"producer,writer,archive_footage","tt0016446,tt0022140,tt0013048,tt0019074"
nm0856923,Sylvia Thalberg,1907,1988,"writer,script_department","tt0028278,tt0025580,tt0021178,tt0018117"
nm0857004,Joseph Than,1903,1985,"writer,producer,miscellaneous","tt0037136,tt0025444,tt0032888,tt0058816"
nm0857203,Ernest Lawrence Thayer,1863,1940,"writer,soundtrack","tt0017738,tt0006491,tt0000229,tt0002090"
nm0857222,Otis Thayer,1863,1935,"director,actor,writer","tt0345893,tt0156021,tt0171839,tt0191079"
nm0857230,Tiffany Thayer,1902,1959,"writer,actor","tt0041243,tt0027611,tt0022737,tt0029083"
nm0857710,Harvey F. Thew,1883,1946,"writer,script_department","tt0015359,tt0021405,tt0020116,tt0027132"
nm0857949,Wilhelm Thiele,1890,1975,"director,writer,actor","tt0038714,tt0133940,tt0265884,tt1662707"
nm0858158,Elizaveta Thiman,\N,\N,"director,actress",tt0002136
nm0858274,Thomas Thiteley,\N,\N,writer,tt0023343
nm0858390,Ludwig Thoma,1867,1921,writer,"tt0019178,tt0137962,tt0054136,tt0043628"
nm0858440,A.E. Thomas,1872,1947,writer,"tt0026787,tt0017014,tt0010015,tt0014335"
nm0858501,Augustus Thomas,1857,1934,"writer,director,producer","tt0002746,tt0004182,tt0004403,tt0002637"
nm0858557,Brandon Thomas,1848,1914,writer,"tt0020754,tt0032323,tt0048893,tt0047932"
nm0858670,Dan Thomas,\N,\N,"writer,miscellaneous",tt0018744
nm0858817,Faith Thomas,1902,1982,"writer,script_department","tt0031177,tt0023805,tt0027757,tt0019463"
nm0859050,John Thomas,\N,\N,writer,tt0018855
nm0859180,Lowell Thomas,1892,1981,"actor,writer,director","tt1268864,tt0194547,tt0293956,tt1160337"
nm0859964,Charlotte Thompson,\N,1919,writer,"tt0023378,tt0011329,tt0006389,tt0007404"
nm0859996,Clarence Thompson,1876,1945,writer,"tt0020771,tt0020114"
nm0860052,Denman Thompson,1833,1911,writer,"tt0004052,tt0005824,tt0017442,tt0013449"
nm0860145,Fred Thompson,1884,1949,writer,"tt0026028,tt0018893,tt0028286,tt0019065"
nm0860152,Garfield Thompson,\N,\N,"writer,actor","tt0008730,tt0005905,tt0008317,tt0167005"
nm0860194,Harlan Thompson,1890,1966,"producer,writer,director","tt0025351,tt0020147,tt0044247,tt0020689"
nm0860374,Keene Thompson,1885,1937,"writer,actor,script_department","tt0021219,tt0023178,tt0023670,tt0021492"
nm0860442,Maravene Thompson,\N,\N,writer,"tt0015168,tt0008425,tt0009424,tt0010394"
nm0861002,Frederick A. Thomson,1869,1925,"director,actor,writer","tt0006311,tt0007118,tt0004522,tt0005405"
nm0861336,Robert Thornby,1888,1953,"director,actor,writer","tt0177372,tt0130640,tt0008381,tt0009165"
nm0861527,F. Martin Thornton,1884,1956,"director,writer,actor","tt0176512,tt0150579,tt0012489,tt0171912"
nm0861703,Richard Thorpe,1896,1991,"director,writer,actor","tt0044760,tt0045966,tt0043599,tt0015852"
nm0861816,Einar Thorvaldson,\N,\N,writer,tt0023198
nm0861929,F.W. Thring,1882,1936,"producer,director,archive_footage","tt0024990,tt0134958,tt0324089,tt0130620"
nm0862242,E. Temple Thurston,1879,1933,writer,"tt0026215,tt0144160,tt0187600,tt0141141"
nm0862255,Katherine Cecil Thurston,1875,1911,writer,"tt0013380,tt0011454,tt0242255,tt0241611"
nm0862752,Vivian Tidmarsh,1896,1941,writer,"tt0044754,tt0147992,tt0039225,tt7595118"
nm0863237,William Tilghman,1854,1924,"director,cinematographer,archive_footage","tt0005871,tt0250244"
nm0863552,Sammy Timberg,1903,1992,"music_department,composer,writer","tt0112792,tt0255819,tt0151231,tt0022174"
nm0864006,James Tinling,1898,1967,"director,assistant_director","tt0038459,tt0041990,tt0021876,tt0038987"
nm0864087,Hans Tintner,\N,\N,"writer,director,actor","tt0219108,tt0137865,tt1090250,tt0020800"
nm0864451,Dion Titheradge,1889,1934,"writer,actor,soundtrack","tt0280707,tt0022686,tt0025032,tt0018494"
nm0864974,Karel Tobis,1903,1949,"writer,music_department,soundtrack","tt0021857,tt0203448,tt0475059,tt0167469"
nm0865267,Rick Todd,\N,\N,writer,tt0017442
nm0865274,Ruth Todd,\N,\N,writer,"tt0365195,tt0018786,tt0019242,tt0018310"
nm0865601,José de Togores,\N,\N,"director,writer,art_director","tt0004501,tt0003822,tt0003738,tt0003807"
nm0866116,Ernst Toller,1893,1939,writer,"tt0032894,tt0022140,tt0023735,tt0176827"
nm0866161,Dmitri Tolmachyov,\N,\N,"writer,director","tt12683122,tt0254569,tt12683634,tt12683848"
nm0866238,Aleksei Tolstoy,1883,1945,writer,"tt0014646,tt0020055,tt0029405,tt0173558"
nm0866239,Aleksei Tolstoy,1817,1875,"writer,soundtrack","tt0057603,tt0069017,tt6569546,tt10796376"
nm0866242,Ilya Tolstoy,1866,1933,"actor,writer,miscellaneous",tt0018318
nm0866243,Lev Tolstoy,1828,1910,"writer,soundtrack,archive_footage","tt1781769,tt0049934,tt14722420,tt0085180"
nm0867002,Juliet Wilbur Tompkins,1871,1956,writer,"tt0022154,tt0010171,tt0021850,tt0010368"
nm0867356,Gertrude Tonkonogy,1908,1989,writer,"tt0024664,tt0040049,tt0044243"
nm0869321,Ede Tóth,1844,1876,writer,"tt0006665,tt0004712,tt0028848,tt0849411"
nm0869371,Dan Totheroh,1894,1976,writer,"tt0025004,tt0039308,tt0020815,tt0021357"
nm0869389,Wellyn Totman,1903,1977,writer,"tt0026593,tt0027673,tt0022377,tt0027877"
nm0869559,Jean Toulout,1887,1962,"actor,miscellaneous,writer","tt0020182,tt0194139,tt0016112,tt0036665"
nm0869645,Viktor Tourjansky,1891,1976,"director,writer,actor","tt0052703,tt0154617,tt0031388,tt0051587"
nm0869664,Jacques Tourneur,1904,1977,"director,assistant_director,editor","tt0034587,tt0039689,tt0036027,tt0043288"
nm0869665,Maurice Tourneur,1876,1961,"director,writer,producer","tt0022645,tt0006519,tt0006755,tt0009969"
nm0869717,José Tous Maroto,\N,\N,writer,tt0015824
nm0869860,Leo Tover,1902,1964,"cinematographer,camera_department,writer","tt0043456,tt0041452,tt0033722,tt0052948"
nm0869991,C.H. Towne,\N,\N,writer,tt0020662
nm0869999,Gene Towne,1904,1979,"writer,producer,miscellaneous","tt0026688,tt0033169,tt0026325,tt0025645"
nm0870052,Jack Townley,1896,1960,"writer,director,script_department","tt0025210,tt0049101,tt0034032,tt0034074"
nm0870056,Robin H. Townley,1887,1969,"actor,director,writer","tt0179704,tt0177376,tt0195796,tt0013632"
nm0870115,E.W. Townsend,1855,1942,writer,"tt0019606,tt0005086,tt0005087"
nm0870543,Lee Tracy,1898,1968,"actor,writer,soundtrack","tt0024704,tt0023948,tt0023825,tt0022696"
nm0870544,Louis Tracy,1863,1928,writer,"tt0011520,tt0007598,tt0010900,tt0007373"
nm0870571,Virginia Tracy,1874,1946,writer,"tt0012600,tt0013430,tt0015168,tt0015323"
nm0870660,Armitage Trail,1902,1930,writer,"tt0023427,tt0023583,tt2066055,tt0036189"
nm0870677,Arthur Chesney Train,1875,1945,writer,"tt0016658,tt0007274,tt0020016,tt0014134"
nm0870831,Antonio de Padua Tramullas,1880,1961,"cinematographer,director,writer","tt0005948,tt0003010,tt0006677,tt0012108"
nm0871007,Joseph H. Trant,\N,\N,writer,"tt0145508,tt0006336,tt0005301,tt0005192"
nm0871077,Enzo Trapani,1922,1989,"director,writer,production_designer","tt0045297,tt7277794,tt0046522,tt0058899"
nm0871166,Joe Traub,1901,1936,writer,"tt0349684,tt0025494,tt0019037,tt0168187"
nm0871184,Ilya Trauberg,1905,1948,"director,writer,assistant_director","tt0347090,tt0022825,tt0019939,tt0199117"
nm0871185,Leonid Trauberg,1902,1990,"writer,director,miscellaneous","tt0027235,tt0029740,tt0032104,tt0020230"
nm0871270,Ben Travers,1886,1980,"writer,archive_footage","tt0039492,tt0027528,tt0140539,tt0026597"
nm0871689,Viola Tree,1884,1938,"actress,writer","tt0026460,tt0030637,tt0020804,tt0136588"
nm0871835,Max Trell,1900,1996,writer,"tt0047072,tt0039462,tt0040797,tt0023125"
nm0871879,W.A. Tremayne,1864,1939,writer,"tt0004928,tt0226369,tt0222157,tt0222281"
nm0872014,Mrs. Horace Tremlett,\N,\N,writer,tt0019057
nm0872112,Luis Trenker,1892,1990,"actor,director,writer","tt0027834,tt0447386,tt0025943,tt0029982"
nm0872308,Sergey Tretyakov,1892,1939,"writer,music_department","tt0018862,tt0019939,tt0169983,tt0021392"
nm0872356,Michael Trevellian,\N,\N,writer,"tt0022801,tt0026619,tt0026672"
nm0872689,Leopoldo Trieste,1917,2003,"actor,writer,assistant_director","tt0052584,tt0069995,tt0058564,tt0095765"
nm0872868,Laurence Trimble,1885,1954,"director,writer,actor","tt0012971,tt0130095,tt0325357,tt0017186"
nm0873193,Victor Trivas,1896,1970,"writer,art_director,director","tt0038991,tt0023929,tt0019660,tt0053095"
nm0873200,Barry Trivers,1907,1981,"writer,actor,soundtrack","tt0061277,tt0051297,tt0060028,tt0028619"
nm0873707,Lamar Trotti,1900,1952,"writer,producer,music_department","tt0036244,tt0040978,tt0045333,tt0037465"
nm0873715,Adolf Trotz,1895,\N,"director,writer","tt0295163,tt0024758,tt0014092,tt0263117"
nm0874325,Walter Trumbull,1879,1961,writer,tt0011972
nm0874497,Glenn Tryon,1898,1970,"actor,writer,director","tt0019109,tt0274080,tt0019023,tt0029580"
nm0875746,Wanda Tuchock,1898,1985,"writer,script_department,director","tt0025117,tt0038255,tt0039394,tt0033291"
nm0875869,George Loane Tucker,1872,1921,"director,actor,writer","tt0010466,tt0012366,tt0009017,tt0007021"
nm0876343,Teuvo Tulio,1912,2000,"editor,director,producer","tt0139687,tt0138795,tt0139719,tt0030348"
nm0876432,Jim Tully,1891,1947,"writer,actor,miscellaneous","tt0024247,tt0018684,tt0021534"
nm0876445,Richard Walton Tully,1877,1945,"writer,miscellaneous","tt0004545,tt0013451,tt0043343,tt0022689"
nm0876811,Tristram Tupper,1885,1954,writer,"tt0025424,tt0034948,tt0027674,tt0024870"
nm0877057,Ivan Turgenev,1818,1883,"writer,music_department,soundtrack","tt1957799,tt0065703,tt0271280,tt1042536"
nm0877106,A. Turin,\N,\N,writer,tt0019175
nm0877111,Victor A. Turin,1895,1945,"director,writer","tt0254165,tt0020523,tt4292312,tt21830910"
nm0877199,Nikandr Turkin,\N,\N,"director,writer","tt0245719,tt0008979,tt22311706,tt21843512"
nm0877201,Valentin Turkin,1887,1958,"writer,cinematographer","tt0017809,tt0015997,tt21292580,tt0016559"
nm0877318,Hector Turnbull,1884,1934,"writer,producer,miscellaneous","tt0017738,tt0020586,tt0007322,tt0006140"
nm0877332,Margaret Turnbull,1872,1942,writer,"tt0010921,tt0007226,tt0009405,tt0009612"
nm0877574,George Kibbe Turner,1867,1952,writer,"tt0021471,tt0023407,tt0206101,tt0011274"
nm0877660,John Hastings Turner,1892,1956,writer,"tt0024055,tt0025201,tt0011696,tt0025564"
nm0877783,Otis Turner,1862,1918,"director,writer,producer","tt0004974,tt0000679,tt0007602,tt0007737"
nm0878035,Ben Turpin,1869,1940,"actor,director,soundtrack","tt0010925,tt0371832,tt0354954,tt0011711"
nm0878069,Augusto Turqui,\N,\N,"director,writer,cinematographer",tt0002739
nm0878174,Oiva Turunen,\N,\N,"actor,writer","tt0024452,tt0036492,tt0137944,tt2262003"
nm0878328,Burl R. Tuttle,1894,1960,"writer,script_department","tt0134709,tt0024805,tt0023494,tt0132039"
nm0878338,Frank Tuttle,1892,1963,"director,writer,producer","tt0013031,tt0024823,tt0025825,tt0020461"
nm0878356,Margaretta Tuttle,\N,\N,writer,"tt0016472,tt0014881"
nm0878367,W.C. Tuttle,1883,1969,writer,"tt0127883,tt0023885,tt0031417,tt0016673"
nm0878467,Emanuel Tvede,1868,1910,"actor,director","tt0000862,tt0000794"
nm0878494,Mark Twain,1835,1910,"writer,actor,miscellaneous","tt31100378,tt6420504,tt10147302,tt13912396"
nm0878523,T.F. Tweed,1890,1940,writer,tt0024044
nm0878605,John Twist,1898,1976,"writer,producer,miscellaneous","tt0031774,tt0032781,tt0028481,tt0032065"
nm0878661,Cyril Twyford,1911,1982,writer,"tt0027136,tt0138337,tt0141235,tt0130888"
nm0878734,James Tyer,1904,1976,"animation_department,director,writer","tt0068612,tt0025404,tt0025199,tt0153998"
nm0878758,Josef Kajetán Tyl,1808,1856,"writer,music_department,soundtrack","tt0021857,tt1087634,tt0250667,tt0150312"
nm0878792,Charles W. Tyler,1887,1952,writer,tt0010102
nm0878982,James J. Tynan,1884,1934,writer,"tt0016183,tt0134710,tt0017265,tt0018029"
nm0879029,Yuri Tynyanov,1894,1943,writer,"tt0017378,tt0025671,tt0020353,tt0441074"
nm0879104,Madge Tyrone,\N,\N,"actress,writer,editor","tt0013560,tt0012319,tt0005516,tt0012247"
nm0879235,Yuri Tyutyunik,\N,\N,writer,"tt0019611,tt7410882"
nm0879382,Jean Tédesco,1895,1958,"director,writer,producer","tt4881216,tt0019267,tt0191291,tt0476770"
nm0879802,Gustav Ucicky,1898,1961,"director,cinematographer,writer","tt0032935,tt0031693,tt0024027,tt0033702"
nm0879826,Ranchhodbai Udayram,\N,\N,writer,"tt0253532,tt0003311"
nm0880493,Elwood Ullman,1903,1985,"writer,archive_footage","tt0055458,tt0048166,tt0049208,tt0046011"
nm0880618,Edgar G. Ulmer,1904,1972,"director,writer,art_department","tt0048411,tt0024894,tt0036046,tt0054641"
nm0881148,Gladys Unger,1885,1940,"writer,script_department","tt0021106,tt0028770,tt0026758,tt0017865"
nm0881252,Pierre Unik,1909,1945,"writer,director,actor","tt0028464,tt0288839,tt0023037,tt0028838"
nm0881333,Eve Unsell,1888,1937,"writer,editor,script_department","tt0025487,tt0020441,tt0015573,tt0016831"
nm0881431,Allan Eugene Updegraff,1883,1965,"writer,assistant_director","tt0015311,tt0012101"
nm0881616,Charles Urban,1867,1942,"producer,director,cinematographer","tt0005003,tt1986989,tt0166536,tt0211905"
nm0881870,Julius Urgiss,1873,1948,writer,"tt1633183,tt0014447,tt0462183,tt1244068"
nm0882092,Eduardo Urriola,1891,1974,"actor,director,writer","tt0210606,tt0016772,tt0219524,tt0398055"
nm0882160,Frank Urson,1887,1928,"director,cinematographer,assistant_director","tt0012410,tt0012768,tt0017750,tt0017619"
nm0882218,Leo Urvantzov,1865,1929,writer,"tt0019979,tt1090259"
nm0882349,Kiyohiko Ushihara,1897,1985,"director,writer,editor","tt0041691,tt1576407,tt1576409,tt1160732"
nm0882755,J. V-s,\N,\N,writer,"tt0000618,tt6797650"
nm0882795,Valentin Vaala,1909,1976,"director,editor,writer","tt0044994,tt0121500,tt0040465,tt0036783"
nm0882900,Horace Annesley Vachell,1861,1955,writer,"tt0140145,tt0010608,tt0232496,tt0165133"
nm0883328,Ernest Vajda,1886,1954,"writer,script_department","tt0022074,tt0020112,tt0022489,tt0025493"
nm0883334,Ladislao Vajda,1906,1965,"director,writer,editor","tt0051588,tt0047216,tt0049499,tt0051237"
nm0883335,Ladislaus Vajda,1877,1933,writer,"tt0020570,tt0009857,tt0018737,tt0008725"
nm0883920,Travers Vale,1865,1927,"director,writer,producer","tt0002901,tt0013483,tt0008557,tt0007426"
nm0884171,Karl Valentin,1882,1948,"actor,writer,director","tt0027539,tt0362831,tt0020431,tt0234980"
nm0884236,J. Valentine,\N,\N,writer,tt0022439
nm0884265,Lillian Valentine,\N,\N,writer,"tt0011908,tt0222432"
nm0884318,Val Valentine,1895,1971,"writer,music_department,director","tt0047948,tt0037950,tt0127196,tt0211663"
nm0885808,A. Van Buren Powell,1886,\N,writer,"tt0007808,tt0182780,tt0182403,tt0201637"
nm0886000,Theodore H. Van de Velde,\N,\N,"writer,actor","tt0295163,tt0063757,tt0019847,tt0024758"
nm0886597,S.S. Van Dine,1887,1939,writer,"tt0026187,tt0039701,tt0027656,tt0031389"
nm0886668,John Van Druten,1901,1957,"writer,producer,miscellaneous","tt0036855,tt0068327,tt0032963,tt0039969"
nm0886699,Winifred Van Duzer,\N,\N,writer,"tt0134883,tt0021921"
nm0886724,Catherine Van Dyke,\N,\N,writer,tt0004229
nm0886754,W.S. Van Dyke,1889,1943,"director,writer,producer","tt0025878,tt0011093,tt0030418,tt0019598"
nm0886861,Dale Van Every,1896,1976,"writer,producer,miscellaneous","tt0028691,tt0024271,tt0025289,tt0022495"
nm0887429,H.H. Van Loan,1888,1958,writer,"tt0018399,tt0018812,tt0126265,tt0027784"
nm0887713,Enoch O. Van Pelt,1886,1946,writer,"tt0014857,tt0014707"
